School Code,School Name,Zip Code
6001358,Mountain House Elementary,94514
6001366,Donlon Elementary,94588
6001374,Dublin Elementary,94568
6001390,Frederiksen Elementary,94568
6001416,Lydiksen Elementary,94588
6001424,Murray Elementary,94568
6001440,Schilling (August) Elementary,94560
6001457,Musick (E. L.) Elementary,94560
6001473,Snow (H. A.) Elementary,94560
6001481,Graham (James A.) Elementary,94560
6001499,Bunker (James L.) Elementary,94560
6001507,Kennedy (John F.) Elementary,94560
6001523,Lincoln Elementary,94560
6001531,Milani (Louis) Elementary,94560
6001572,Alvarado Elementary,94587
6001606,Hillview Crest Elementary,94544
6001622,Searles Elementary,94587
6001630,Allendale Elementary,94619
6001648,Chabot Elementary,94618
6001655,Bella Vista Elementary,94610
6001663,Brookfield Elementary,94603
6001689,Burckhalter Elementary,94605
6001697,Carl B. Munck Elementary,94619
6001713,Howard Elementary,94605
6001739,Cleveland Elementary,94606
6001754,Crocker Highlands Elementary,94610
6001788,Cox Academy,94621
6001812,Emerson Elementary,94609
6001820,Franklin Elementary,94606
6001838,Fruitvale Elementary,94602
6001846,Garfield Elementary,94606
6001853,Glenview Elementary,94602
6001879,Grass Valley Elementary,94605
6001895,Kaiser Elementary,94618
6001903,New Highland Academy,94621
6001911,Hillcrest Elementary,94618
6001929,Horace Mann Elementary,94601
6001945,Joaquin Miller Elementary,94611
6001978,Lafayette Elementary,94607
6001994,Laurel Elementary,94619
6002000,Lazear Charter Academy,94601
6002018,Lincoln Elementary,94607
6002042,Manzanita Community,94601
6002059,Markham Elementary,94605
6002075,Bridges Academy,94601
6002083,Montclair Elementary,94611
6002091,Parker Elementary,94605
6002109,Peralta Elementary,94609
6002117,Piedmont Avenue Elementary,94611
6002125,Preparatory Literary Academy,94607
6002141,Redwood Heights Elementary,94619
6002174,Sequoia Elementary,94602
6002182,Sobrante Park Elementary,94603
6002190,Esperanza Elementary,94603
6002216,Thornhill Elementary,94611
6002273,ACORN Woodland Elementary,94621
6002281,Beach Elementary,94611
6002299,Havens Elementary,94611
6002307,Wildwood Elementary,94611
6002315,Alisal Elementary,94566
6002323,Fairlands Elementary,94588
6002349,Valley View Elementary,94566
6002356,Walnut Grove Elementary,94566
6002372,Garfield Elementary,94579
6002398,Jefferson Elementary,94579
6002414,Madison Elementary,94579
6002422,McKinley Elementary,94579
6002430,Monroe Elementary,94579
6002448,Roosevelt Elementary,94579
6002455,Washington Elementary,94579
6002463,Wilson Elementary,94579
6002505,Bay Elementary,94580
6002513,Bohannon Middle,94580
6002521,Colonial Acres Elementary,94541
6002539,Corvallis Elementary,94579
6002547,Dayton Elementary,94579
6002554,Del Rey Elementary,94580
6002562,Edendale Middle,94580
6002604,Grant Elementary,94580
6002612,Hesperian Elementary,94580
6002620,Hillside Elementary,94578
6002653,Lorenzo Manor Elementary,94541
6002703,Washington Manor Middle,94579
6002711,Sunol Glen Elementary,94586
6002794,Diamond Valley Elementary,96120
6002810,Ione Elementary,95640
6002828,Jackson Elementary,95642
6002844,Pine Grove Elementary,95642
6002851,Pioneer Elementary,95642
6002869,Plymouth Elementary,95642
6002877,Sutter Creek Elementary,95642
6002919,Bangor Elementary,95914
6002927,Berry Creek Elementary,95916
6002943,Biggs Elementary,95917
6002950,Richvale Elementary,95917
6002968,Chapman Elementary,95928
6002976,Citrus Avenue Elementary,95926
6003008,Hooker Oak Elementary,95926
6003024,McManus (John A.) Elementary,95926
6003032,Marigold Elementary,95926
6003040,Neal Dow Elementary,95926
6003073,Parkview Elementary,95928
6003081,Rosedale Elementary,95928
6003099,Shasta Elementary,95926
6003107,Sierra View Elementary,95926
6003115,Durham Elementary,95938
6003123,Feather Falls Elementary,95966
6003131,Concow Elementary,95965
6003164,Sycamore Middle,95948
6003172,Wilson Elementary,95948
6003198,Manzanita Elementary,95948
6003214,Bird Street Elementary,95965
6003230,Central Middle,95966
6003255,Oakdale Heights Elementary,95966
6003263,Ophir Elementary,95966
6003271,Stanford Avenue Elementary,95966
6003289,Helen M. Wilcox Elementary,95966
6003297,Palermo,95968
6003313,Paradise Elementary,95969
6003321,Paradise Intermediate,95969
6003339,Ponderosa Elementary,95969
6003354,Nelson Avenue Middle,95965
6003362,Poplar Avenue Elementary,95965
6003370,Sierra Avenue Elementary,95965
6003388,Copperopolis Elementary,95228
6003396,Fischer (Hazel) Elem.,95224
6003404,Mokelumne Hill Elementary,95245
6003420,Rail Road Flat Elementary,95248
6003438,San Andreas Elementary,95249
6003446,Valley Springs Elementary,95252
6003453,West Point Elementary,95255
6003461,Mark Twain Elementary,95222
6003495,James M. Burchfield Primary,95932
6003503,Maxwell Elementary,95955
6003511,Arbuckle Elementary,95912
6003537,Grand Island Elementary,95950
6003552,Williams Primary Elementary,95987
6003578,Belshaw Elementary,94509
6003594,Fremont Elementary,94509
6003602,Kimball Elementary,94509
6003610,Marsh Elementary,94509
6003628,Sutter Elementary,94509
6003636,Turner Elementary,94509
6003644,Brentwood Elementary,94513
6003651,Edna Hill Middle,94513
6003669,Excelsior Middle,94514
6003677,Canyon Elementary,94516
6003685,Carquinez Middle,94525
6003701,Rodeo Hills Elementary,94572
6003719,Knightsen Elementary,94548
6003727,Burton Valley Elementary,94549
6003743,Happy Valley Elementary,94549
6003750,Lafayette Elementary,94549
6003768,Stanley (M. H.) Middle,94549
6003792,Springhill Elementary,94549
6003826,Muir (John) Elementary,94553
6003834,John Swett Elementary,94553
6003842,Las Juntas Elementary,94553
6003875,Morello Park Elementary,94553
6003909,Camino Pablo Elementary,94556
6003917,Rheem (Donald L.) Elementary,94556
6003925,Joaquin Moraga Intermediate,94556
6003933,Los Perales Elementary,94556
6003958,Ayers Elementary,94521
6003966,Bancroft Elementary,94598
6003974,Bel Air Elementary,94565
6003982,Cambridge Elementary,94520
6004030,El Dorado Middle,94521
6004048,El Monte Elementary,94518
6004055,Fair Oaks Elementary,94523
6004063,Foothill Middle,94598
6004097,Hidden Valley Elementary,94553
6004105,Highlands Elementary,94521
6004154,Meadow Homes Elementary,94520
6004162,Monte Gardens Elementary,94519
6004170,Mountain View Elementary,94521
6004188,Mt. Diablo Elementary,94517
6004196,Oak Grove Middle,94518
6004220,Pine Hollow Middle,94521
6004238,Sunrise (Special Ed.),94519
6004246,Pleasant Hill Elementary,94523
6004253,Sequoia Elementary,94523
6004261,Riverview Middle,94565
6004295,Shore Acres Elementary,94565
6004303,Silverwood Elementary,94521
6004311,Strandwood Elementary,94523
6004329,Sun Terrace Elementary,94520
6004337,Valhalla Elementary,94523
6004345,Valle Verde Elementary,94598
6004352,Valley View Middle,94523
6004360,Walnut Acres Elementary,94598
6004378,Westwood Elementary,94521
6004394,Woodside Elementary,94518
6004402,Wren Avenue Elementary,94519
6004410,Ygnacio Valley Elementary,94518
6004428,Oakley Elementary,94561
6004444,Del Rey Elementary,94563
6004451,Glorietta Elementary,94563
6004477,Orinda Intermediate,94563
6004501,Sleepy Hollow Elementary,94563
6004527,Heights Elementary,94565
6004535,Highlands Elementary,94565
6004543,Los Medanos Elementary,94565
6004568,Parkside Elementary,94565
6004576,Willow Cove Elementary,94565
6004600,Bayview Elementary,94806
6004659,Collins Elementary,94564
6004667,Coronado Elementary,94804
6004691,Dover Elementary,94806
6004733,Ellerhorst Elementary,94564
6004741,Highland Elementary,94806
6004758,Fairmont Elementary,94530
6004766,Ford Elementary,94804
6004774,Grant Elementary,94804
6004782,Harding Elementary,94530
6004808,Kensington Elementary,94708
6004824,Lake Elementary,94806
6004832,Lincoln Elementary,94801
6004840,Madera Elementary,94530
6004857,Mira Vista Elementary,94805
6004865,Montalvin Manor Elementary,94806
6004873,Murphy Elementary,94803
6004881,Nystrom Elementary,94804
6004899,Olinda Elementary,94803
6004907,Peres Elementary,94801
6004915,King Elementary,94804
6004931,Riverside Elementary,94806
6004956,Shannon Elementary,94564
6004964,Sheldon Elementary,94803
6004972,Stege Elementary,94804
6004980,Stewart Elementary,94564
6004998,Tara Hills Elementary,94806
6005003,Valley View Elementary,94803
6005011,Verde Elementary,94801
6005037,Washington Elementary,94801
6005045,Wilson Elementary,94805
6005060,Alamo Elementary,94507
6005078,Wood (Charlotte) Middle,94526
6005086,Country Club Elementary,94583
6005094,Green Valley Elementary,94526
6005102,Baldwin (John) Elementary,94526
6005110,Los Cerros Middle,94526
6005128,Montair Elementary,94526
6005136,Rancho Romero Elementary,94507
6005144,Stone Valley Middle,94507
6005151,Vista Grande Elementary,94526
6005169,Buena Vista Elementary,94597
6005177,Indian Valley Elementary,94598
6005185,Murwood Elementary,94596
6005193,Parkmead Elementary,94595
6005235,Walnut Creek Intermediate,94597
6005243,Walnut Heights Elementary,94596
6005375,Bess Maxwell Elementary,95531
6005383,Crescent Elk Middle,95531
6005391,Joe Hamilton Elementary,95531
6005417,Margaret Keating Elementary,95548
6005425,Mountain Elementary,95543
6005433,Pine Grove Elementary,95531
6005441,Redwood Elementary,95538
6005458,Smith River Elementary,95567
6005466,Buckeye Elementary,95682
6005474,Brooks (William) Elem.,95762
6005482,Camino Elementary,95709
6005490,Georgetown Elementary,95634
6005508,Gold Oak Elementary,95667
6005516,Gold Trail,95667
6005524,Indian Diggings Elementary,95684
6005540,Bijou Community,96150
6005565,South Tahoe Middle,96150
6005573,Tahoe Valley Elementary,96150
6005581,Latrobe Elementary,95682
6005615,Herbert C. Green Middle,95667
6005623,Northside Elementary,95614
6005631,Pioneer Elementary,95684
6005649,Markham (Edwin) Middle,95667
6005656,Louisiana Schnell Elementary,95667
6005664,Sierra Elem.,95667
6005680,Pinewood Elementary,95726
6005706,Jackson Elementary,95762
6005714,Rescue Elementary,95672
6005722,Silver Fork Elementary,95726
6005730,Alvina Elementary Charter,93609
6005748,American Union Elementary,93706
6005763,Big Creek Elementary,93605
6005789,Biola-Pershing Elementary,93723
6005797,Burrel Elementary,93656
6005805,Cantua Elementary,93660
6005813,Caruthers Elementary,93609
6005839,Clay Elementary,93631
6005847,Cole Elementary,93612
6005854,Dry Creek Elementary,93611
6005862,Fort Washington Elem.,93720
6005870,Jefferson Elementary,93611
6005888,Nelson Elementary,93650
6005904,Sierra Vista Elementary,93612
6005912,Tarpey Elementary,93612
6005920,Temperance-Kutner Elem.,93727
6005938,Weldon Elementary,93612
6005961,Huron Elementary,93234
6005979,Sunset Elementary,93210
6005995,Mills (A.E) Intermediate,93622
6006001,Bailey (Hazel M.) Primary,93622
6006019,Firebaugh Middle,93622
6006027,Fremont Elementary,93625
6006043,Malaga Elementary,93725
6006050,Marshall Elementary,93625
6006068,Addams Elementary,93728
6006076,Aynesworth Elementary,93725
6006084,Baird Middle,93704
6006092,Birney Elementary,93703
6006100,Bullard Talent Project,93704
6006118,Burroughs Elementary,93702
6006126,Calwa Elementary,93725
6006134,Carver Academy,93706
6006142,Centennial Elementary,93726
6006159,Columbia Elementary,93706
6006183,Del Mar Elementary,93704
6006191,Easterby Elementary,93727
6006217,Ericson Elementary,93703
6006225,Ewing Elementary,93727
6006233,Figarden Elementary,93722
6006258,Fremont Elementary,93705
6006266,Gibson Elementary,93711
6006274,Heaton Elementary,93728
6006282,Holland Elementary,93726
6006290,Homan Elementary,93705
6006308,Jackson Elementary,93702
6006316,Jefferson Elementary,93701
6006324,Kirk Elementary,93706
6006332,Kratt Elementary,93704
6006357,Lane Elementary,93702
6006365,Lincoln Elementary,93706
6006373,Lowell Elementary,93701
6006381,Malloch Elementary,93711
6006407,Mayfair Elementary,93703
6006415,Muir Elementary,93728
6006423,Norseman Elementary,93703
6006431,Powers-Ginsburg Elemen.,93704
6006449,Pyle Elementary,93726
6006456,Robinson Elementary,93710
6006464,Roeding Elementary,93705
6006472,Rowell Elementary,93702
6006480,Scandinavian Middle,93726
6006514,Thomas Elementary,93726
6006522,Turner Elementary,93727
6006530,Viking Elementary,93726
6006548,Vinland Elementary,93726
6006555,Webster Elementary,93701
6006563,Wilson Elementary,93705
6006571,Winchell Elementary,93702
6006589,Wishon Elementary,93703
6006597,Wolters Elementary,93710
6006605,West Fresno Elementary,93706
6006613,West Fresno Middle,93706
6006647,Helm Elementary,93660
6006654,Herndon-Barstow Elementary,93723
6006662,Houghton-Kearney Elementary,93706
6006688,Kerman-Floyd Elementary,93630
6006696,Kerman Middle,93630
6006704,Lincoln Elementary,93631
6006738,Alta Elementary,93654
6006746,Citrus Middle,93646
6006753,Dunlap Elementary,93621
6006761,General Grant Middle,93654
6006787,Jefferson Elementary,93654
6006795,McCord Elementary,93646
6006803,Lincoln Elementary,93654
6006829,Navelencia Middle,93654
6006837,Riverview Elementary,93648
6006845,Sheridan Elementary,93646
6006878,Washington Elementary,93654
6006894,Conejo Middle,93242
6006902,Laton Elementary,93242
6006910,Madison Elementary,93706
6006936,El Capitan Middle,93722
6006944,McKinley Elementary,93722
6006951,Roosevelt Elementary,93723
6006969,McCabe Elementary,93640
6006977,Mendota Junior High,93640
6006985,Washington Elementary,93640
6006993,Monroe Elementary,93725
6007009,Orange Center Elementary,93706
6007025,Pacific Union Elementary,93725
6007033,Mathew J Brletic Elementary,93648
6007041,John C Martinez Elementary,93648
6007058,Cesar E Chavez Elementary,93648
6007066,Pine Ridge Elementary,93602
6007074,Raisin City Elementary,93652
6007082,Riverdale Elementary,93656
6007090,Fipps Primary,93656
6007108,Centerville Elementary,93657
6007116,Del Rey Elementary,93616
6007124,Fairmont Elementary,93657
6007132,Jackson Elementary,93657
6007140,Jefferson Elementary,93657
6007157,Wash (John S.) Elementary,93727
6007165,Lincoln Elementary,93657
6007173,Lone Star Elementary,93725
6007181,Madison Elementary,93657
6007207,Washington Acad. Middle,93657
6007215,Wilson Elementary,93657
6007223,San Joaquin Elementary,93660
6007231,Jackson (Andrew) Elementary,93662
6007256,White (Eric) Elementary,93662
6007280,Indianola Elementary,93662
6007298,Garfield (James) Elementary,93662
6007314,Roosevelt (Theodore) Elem,93662
6007322,Terry Elementary,93662
6007348,Wilson (Woodrow) Elementary,93662
